1974,pacific,ロッテ・オリオンズ,130,69,50,11,.580,.265,4290,539,1135,176,38,114,514,111,3.18,15,43,663,462
1995,pacific,西武ライオンズ,130,67,57,6,.540,.246,4329,498,1066,172,18,117,471,113,2.98,25,20,892,427
1995,pacific,近鉄バファローズ,130,49,78,3,.386,.234,4290,457,1006,163,22,105,428,65,3.97,23,25,825,577
1996,pacific,オリックス・ブルーウェーブ,130,74,50,6,.597,.271,4484,607,1215,177,18,124,580,63,3.55,32,21,847,529
1996,pacific,千葉ロッテマリーンズ,130,60,67,3,.472,.252,4301,456,1086,191,20,85,437,71,3.68,33,18,863,525
1996,pacific,日本ハム・ファイターズ,130,68,58,4,.540,.249,4310,527,1073,175,26,130,502,69,3.49,38,30,770,502
1996,pacific,福岡ダイエーホークス,130,54,74,2,.422,.263,4346,551,1143,196,28,97,516,140,4.04,24,26,823,565
1996,pacific,西武ライオンズ,130,62,64,4,.492,.258,4348,517,1120,191,19,141,494,149,3.58,32,25,928,521
1996,pacific,近鉄バファローズ,130,62,67,1,.481,.255,4319,555,1103,177,17,146,533,76,4.01,29,24,811,571
1997,pacific,オリックス・ブルーウェーブ,135,71,61,3,.538,.263,4521,582,1191,208,21,111,548,70,3.61,32,11,788,544
1997,pacific,千葉ロッテマリーンズ,135,57,76,2,.429,.249,4458,466,1111,171,29,75,429,117,3.84,30,21,817,584
1997,pacific,日本ハム・ファイターズ,135,63,71,1,.470,.265,4574,572,1213,221,16,128,539,63,4.18,23,16,682,600
1997,pacific,福岡ダイエーホークス,135,63,71,1,.470,.264,4543,587,1201,188,21,132,564,94,4.26,35,14,861,610
1997,pacific,西武ライオンズ,135,76,56,3,.576,.281,4595,656,1293,231,43,110,610,200,3.63,26,24,892,554
1997,pacific,近鉄バファローズ,135,68,63,4,.519,.274,4572,603,1252,223,25,112,580,112,3.79,35,13,871,574
1998,pacific,オリックス・ブルーウェーブ,135,66,66,3,.500,.2639,4561,586,1204,225,18,140,561,42,4.03,36,10,824,609
1998,pacific,千葉ロッテマリーンズ,135,61,71,3,.462,.271,4572,581,1240,241,35,102,556,80,3.70,22,29,750,563
1998,pacific,日本ハム・ファイターズ,135,67,65,3,.508,.255,4456,635,1136,175,19,150,599,91,3.83,22,28,703,571
1998,pacific,福岡ダイエーホークス,135,67,67,1,.500,.2637,4425,546,1167,209,22,100,507,89,4.02,39,14,719,596
1998,pacific,西武ライオンズ,135,70,61,4,.534,.270,4505,586,1217,185,28,115,543,145,3.66,25,16,903,559
1998,pacific,近鉄バファローズ,135,66,67,2,.496,.267,4495,593,1198,224,28,126,564,80,4.28,36,16,760,629
1999,pacific,オリックス・ブルーウェーブ,135,68,65,2,.511,.263,4574,620,1205,205,15,112,597,69,3.637,22,21,782,577
1999,pacific,千葉ロッテマリーンズ,135,63,70,2,.474,.2567,4467,541,1147,238,34,97,515,64,3.644,30,18,851,538
1999,pacific,大阪近鉄バファローズ,135,54,77,4,.412,.2572,4497,595,1157,224,15,151,573,73,4.54,23,12,762,662
1999,pacific,日本ハム・ファイターズ,135,60,73,2,.451,.260,4559,614,1184,223,26,148,587,67,4.34,28,20,761,625
1999,pacific,福岡ダイエーホークス,135,78,54,3,.591,.2573,4511,563,1161,199,26,140,542,80,3.65,36,16,878,553
1999,pacific,西武ライオンズ,135,75,59,1,.560,.258,4438,535,1144,170,24,89,510,136,3.58,38,22,976,513
2000,pacific,オリックス・ブルーウェーブ,135,64,67,4,.489,.260,4517,638,1176,212,18,116,610,72,4.64,20,23,806,672
2000,pacific,千葉ロッテマリーンズ,135,62,67,6,.481,.259,4528,622,1175,220,24,109,587,88,4.73,30,12,797,708
2000,pacific,大阪近鉄バファローズ,135,58,75,2,.436,.262,4496,612,1176,200,34,125,583,68,4.66,26,20,808,687
2000,pacific,日本ハム・ファイターズ,135,69,65,1,.515,.278,4627,771,1285,225,31,177,735,107,4.70,24,26,793,664
2000,pacific,福岡ダイエーホークス,135,73,60,2,.549,.268,4525,630,1212,217,27,129,610,57,4.03,38,12,792,584
2000,pacific,西武ライオンズ,135,69,61,5,.531,.255,4504,614,1148,214,26,97,584,85,3.68,27,14,909,572
2001,pacific,オリックス・ブルーウェーブ,140,70,66,4,.515,.263,4768,651,1252,229,21,143,619,60,4.11,27,11,980,634
2001,pacific,千葉ロッテマリーンズ,140,64,74,2,.464,.258,4610,593,1190,237,23,133,569,55,3.93,33,17,816,608
2001,pacific,大阪近鉄バファローズ,140,78,60,2,.565,.280,4765,770,1332,235,16,211,748,35,4.98,38,12,860,745
2001,pacific,日本ハム・ファイターズ,140,53,84,3,.387,.2557,4774,593,1221,209,21,147,570,95,4.79,24,15,923,713
2001,pacific,福岡ダイエーホークス,140,76,63,1,.547,.273,4861,741,1329,222,18,203,719,98,4.49,36,15,760,684
2001,pacific,西武ライオンズ,140,73,67,0,.521,.2559,4645,620,1189,202,21,184,594,111,3.88,30,16,1011,584
2002,pacific,オリックス・ブルーウェーブ,140,50,87,3,.365,.235,4615,438,1083,201,13,102,416,86,3.58,29,10,929,547
2002,pacific,千葉ロッテマリーンズ,140,67,72,1,.482,.2466,4602,500,1135,250,20,101,478,57,3.72,39,13,930,565
2002,pacific,大阪近鉄バファローズ,140,73,65,2,.529,.258,4735,598,1223,249,20,177,579,32,3.93,41,9,1004,592
2002,pacific,日本ハム・ファイターズ,140,61,76,3,.445,.2469,4653,506,1149,213,24,146,486,72,3.856105,28,18,921,570
2002,pacific,福岡ダイエーホークス,140,73,65,2,.529,.267,4708,630,1258,227,18,160,606,72,3.856107,35,17,902,578
2002,pacific,西武ライオンズ,140,90,49,1,.647,.278,4737,672,1315,237,22,183,644,107,3.20,40,14,1074,492
2003,pacific,オリックス・ブルーウェーブ,140,48,88,4,.353,.276,4837,652,1333,257,18,174,622,74,5.95,22,5,892,927
2003,pacific,千葉ロッテマリーンズ,140,68,69,3,.496,.2713,4761,651,1292,283,30,145,628,68,4.37,35,19,849,665
2003,pacific,大阪近鉄バファローズ,140,74,64,2,.536,.274,4748,718,1302,247,23,187,695,83,4.30,20,18,965,632
2003,pacific,日本ハム・ファイターズ,140,62,74,4,.456,.269,4875,675,1310,245,20,149,645,90,4.88,24,6,734,738
2003,pacific,福岡ダイエーホークス,140,82,55,3,.599,.297,4926,822,1461,276,33,154,794,147,3.94,27,26,1126,588
2003,pacific,西武ライオンズ,140,77,61,2,.558,.2714,4770,692,1295,247,29,191,656,84,4.43,42,13,1026,660
2004,pacific,オリックス・ブルーウェーブ,133,49,82,2,.374,.283,4596,622,1300,254,25,112,587,90,5.66,19,9,805,807
2004,pacific,北海道日本ハムファイターズ,133,66,65,2,.504,.281,4681,731,1315,237,21,178,702,45,4.72,33,3,843,697
2004,pacific,千葉ロッテマリーンズ,133,65,65,3,.500,.264,4605,649,1218,278,29,143,626,49,4.40,22,11,878,642
2004,pacific,大阪近鉄バファローズ,133,61,70,2,.466,.269,4544,630,1221,221,15,121,601,59,4.46,19,18,832,636
2004,pacific,福岡ダイエーホークス,133,77,52,4,.597,.292,4654,739,1359,244,28,183,706,84,4.58,35,19,923,651
2004,pacific,西武ライオンズ,133,74,58,1,.561,.276,4604,718,1271,220,25,183,691,97,4.29,19,15,965,656
2005,pacific,オリックス・バファローズ,136,62,70,4,.470,.260,4616,527,1202,202,17,97,509,44,3.84,31,9,855,587
2005,pacific,北海道日本ハムファイターズ,136,62,71,3,.466,.254,4734,605,1203,202,22,165,585,53,3.98,18,9,787,606
2005,pacific,千葉ロッテマリーンズ,136,84,49,3,.632,.282,4730,740,1336,278,34,143,713,101,3.21,33,28,826,479
2005,pacific,東北楽天ゴールデンイーグルス,136,38,97,1,.281,.255,4577,504,1166,209,16,88,474,41,5.67,13,18,771,812
2005,pacific,福岡ソフトバンクホークス,136,89,45,2,.664,.281,4624,658,1300,225,23,172,636,72,3.46,42,22,1062,504
2005,pacific,西武ライオンズ,136,67,69,0,.493,.269,4611,604,1240,234,18,162,572,70,4.27,26,22,1020,636
2006,pacific,オリックス・バファローズ,136,52,81,3,.391,.253,4587,481,1162,195,12,106,453,51,3.84,24,18,723,570
2006,pacific,北海道日本ハムファイターズ,136,82,54,0,.603,.269,4567,567,1227,230,24,135,551,69,3.05,48,12,818,452
2006,pacific,千葉ロッテマリーンズ,136,65,70,1,.481,.252,4548,502,1147,209,24,111,486,71,3.78,37,19,929,562
2006,pacific,東北楽天ゴールデンイーグルス,136,47,85,4,.356,.258,4577,452,1183,209,16,67,422,75,4.30,26,12,862,651
2006,pacific,福岡ソフトバンクホークス,136,75,56,5,.573,.259,4543,553,1178,211,30,82,523,71,3.13,31,21,1029,472
2006,pacific,西武ライオンズ,136,80,54,2,.597,.275,4652,645,1277,231,28,131,607,111,3.64,31,27,1004,556
2007,pacific,オリックス・バファローズ,144,62,77,5,.446,.25870,4855,536,1256,208,16,119,512,41,3.67,36,7,916,585
2007,pacific,北海道日本ハムファイターズ,144,79,60,5,.568,.25871,4820,526,1247,213,27,73,498,112,3.22,37,19,889,489
2007,pacific,千葉ロッテマリーンズ,144,76,61,7,.555,.2623,4906,629,1287,253,28,107,603,90,3.26,33,25,872,525
2007,pacific,東北楽天ゴールデンイーグルス,144,67,75,2,.472,.2624,4762,575,1250,214,16,111,544,89,4.31,35,7,1019,676
2007,pacific,福岡ソフトバンクホークス,144,73,66,5,.525,.267,4936,575,1317,248,24,106,539,84,3.18,42,10,1066,508
2007,pacific,西武ライオンズ,144,66,76,2,.465,.264,4797,564,1265,231,18,126,539,118,3.82,33,14,889,585
2008,pacific,オリックス・バファローズ,144,75,68,1,.524,.262,4817,637,1261,258,25,152,613,63,3.93,34,7,923,605
2008,pacific,北海道日本ハムファイターズ,144,73,69,2,.514,.255,4726,533,1206,224,27,82,516,79,3.54,36,14,882,541
2008,pacific,千葉ロッテマリーンズ,144,73,70,1,.510,.268,4890,662,1309,280,32,127,640,76,4.14,33,17,915,648
2008,pacific,埼玉西武ライオンズ,144,76,64,4,.543,.270,4952,715,1339,270,21,198,693,107,3.86,33,13,944,626
2008,pacific,東北楽天ゴールデンイーグルス,144,65,76,3,.461,.272,4880,627,1329,232,18,94,604,101,3.89,18,16,1064,607
2008,pacific,福岡ソフトバンクホークス,144,64,77,3,.454,.265,5016,556,1330,239,32,99,535,92,4.05,27,21,1087,641
2009,pacific,オリックス・バファローズ,144,56,86,2,.394,.274,4915,585,1348,257,12,118,559,67,4.58,18,18,979,715
2009,pacific,北海道日本ハムファイターズ,144,82,60,2,.577,.278,4920,689,1370,290,27,112,656,105,3.65,34,17,928,550
2009,pacific,千葉ロッテマリーンズ,144,62,77,5,.446,.256,4885,620,1249,245,26,135,600,64,4.23,26,22,976,639
2009,pacific,埼玉西武ライオンズ,144,70,70,4,.500,.261,4933,664,1287,256,25,163,640,115,4.007,28,19,987,627
2009,pacific,東北楽天ゴールデンイーグルス,144,77,66,1,.538,.267,4846,598,1295,233,21,108,568,103,4.012,30,19,980,609
2009,pacific,福岡ソフトバンクホークス,144,74,65,5,.532,.263,4811,600,1263,239,30,129,581,126,3.69,30,11,1174,591
2010,pacific,オリックス・バファローズ,144,69,71,4,.493,.2709,4935,644,1337,251,27,146,624,34,3.97,25,17,1077,628
2010,pacific,北海道日本ハムファイターズ,144,74,67,3,.525,.274,4856,612,1330,229,20,91,585,102,3.52,27,15,943,548
2010,pacific,千葉ロッテマリーンズ,144,75,67,2,.528,.275,4916,708,1350,244,17,126,663,88,4.10,31,16,989,635
2010,pacific,埼玉西武ライオンズ,144,78,65,1,.545,.2710,4858,680,1317,243,20,150,655,111,4.19,35,13,927,642
2010,pacific,東北楽天ゴールデンイーグルス,144,62,79,3,.440,.265,4876,576,1290,233,20,95,546,78,3.98,26,18,962,635
2010,pacific,福岡ソフトバンクホークス,144,76,63,5,.547,.267,4898,638,1308,222,23,134,611,148,3.89,34,6,1244,615
2011,pacific,オリックス・バファローズ,144,69,68,7,.5036,.248,4727,478,1172,186,15,76,459,49,3.33,37,16,1018,518
2011,pacific,北海道日本ハムファイターズ,144,72,65,7,.526,.251,4736,482,1189,202,18,86,457,88,2.68,37,16,918,418
2011,pacific,千葉ロッテマリーンズ,144,54,79,11,.406,.241,4760,432,1146,178,22,46,415,101,3.40,32,13,832,533
2011,pacific,埼玉西武ライオンズ,144,68,67,9,.5037,.253,4751,571,1204,191,18,103,551,88,3.15,31,18,860,522
2011,pacific,東北楽天ゴールデンイーグルス,144,66,71,7,.482,.245,4648,432,1140,175,13,53,408,130,2.85,28,23,982,464
2011,pacific,福岡ソフトバンクホークス,144,88,46,10,.657,.267,4752,550,1271,216,34,90,528,180,2.32,43,21,1067,351
2012,pacific,オリックス・バファローズ,144,57,77,10,.425,.241,4740,443,1142,199,19,73,424,49,3.34,28,11,887,525
2012,pacific,北海道日本ハムファイターズ,144,74,59,11,.556,.256,4758,510,1220,195,20,90,485,82,2.89,40,13,868,450
2012,pacific,千葉ロッテマリーンズ,144,62,67,15,.481,.257,4732,499,1215,208,20,64,477,64,3.13,31,13,762,502
2012,pacific,埼玉西武ライオンズ,144,72,63,9,.533,.251,4648,516,1168,186,27,78,483,94,3.24,42,9,816,518
2012,pacific,東北楽天ゴールデンイーグルス,144,67,67,10,.500,.2515,4739,491,1192,175,24,52,463,119,2.99,29,15,915,467
2012,pacific,福岡ソフトバンクホークス,144,67,65,12,.508,.2524,4734,452,1195,185,32,70,439,144,2.56,41,16,983,429
2013,pacific,オリックス・バファローズ,144,66,73,5,.475,.2559,4825,513,1235,216,18,93,485,84,3.31,31,13,1064,529
2013,pacific,北海道日本ハムファイターズ,144,64,78,2,.451,.2563,4787,534,1227,200,9,105,514,120,3.74,37,6,824,604
2013,pacific,千葉ロッテマリーンズ,144,74,68,2,.521,.262,4798,572,1257,206,29,91,532,91,3.77,36,3,899,584
2013,pacific,埼玉西武ライオンズ,144,74,66,4,.529,.257,4775,570,1226,185,31,86,540,113,3.54,29,17,984,562
2013,pacific,東北楽天ゴールデンイーグルス,144,82,59,3,.582,.267,4819,628,1287,208,20,97,593,62,3.51,36,13,958,537
2013,pacific,福岡ソフトバンクホークス,144,73,69,2,.514,.274,4915,660,1348,225,31,125,635,87,3.56,26,6,985,562
2014,pacific,オリックス・バファローズ,144,80,62,2,.563,.258,4710,584,1215,211,22,110,559,126,2.89,41,10,1127,468
2014,pacific,北海道日本ハムファイターズ,144,73,68,3,.518,.2511,4731,593,1188,188,29,119,564,134,3.61,33,8,1000,569
2014,pacific,千葉ロッテマリーンズ,144,66,76,2,.465,.2508,4836,556,1213,260,33,96,519,64,4.14,32,8,874,642
2014,pacific,埼玉西武ライオンズ,144,63,77,4,.450,.248,4782,574,1187,221,26,125,549,74,3.77,32,9,914,600
2014,pacific,東北楽天ゴールデンイーグルス,144,64,80,0,.444,.255,4768,549,1214,215,18,78,518,64,3.97,24,11,1005,604
2014,pacific,福岡ソフトバンクホークス,144,78,60,6,.565,.280,4935,607,1383,227,30,95,574,124,3.25,39,7,1077,522
2015,pacific,オリックス・バファローズ,143,61,80,2,.433,.249,4725,519,1175,184,16,94,508,88,3.59,30,7,955,548
2015,pacific,北海道日本ハムファイターズ,143,79,62,2,.560,.258,4802,615,1238,205,27,106,578,134,3.62,39,11,993,581
2015,pacific,千葉ロッテマリーンズ,143,73,69,1,.514,.257,4767,561,1227,203,34,85,531,71,3.693,41,5,926,563
2015,pacific,埼玉西武ライオンズ,143,69,69,5,.500,.263,4818,631,1265,243,21,136,602,66,3.685,30,9,873,573
2015,pacific,東北楽天ゴールデンイーグルス,143,57,83,3,.407,.241,4777,463,1150,180,16,85,440,118,3.82,36,4,1023,612
2015,pacific,福岡ソフトバンクホークス,143,90,49,4,.647,.267,4852,651,1294,217,22,141,619,94,3.16,44,10,1129,491
2016,pacific,オリックス・バファローズ,143,57,83,3,.407,.253,4747,499,1199,208,12,84,475,104,4.18,34,7,956,635
2016,pacific,北海道日本ハムファイターズ,143,87,53,3,.621,.266,4795,619,1277,179,13,121,585,132,3.06,42,9,1004,467
2016,pacific,千葉ロッテマリーンズ,143,72,68,3,.514,.256,4810,583,1230,216,30,80,559,77,3.66,36,12,855,582
2016,pacific,埼玉西武ライオンズ,143,64,76,3,.457,.264,4881,619,1287,219,19,128,591,97,3.85,31,8,956,618
2016,pacific,東北楽天ゴールデンイーグルス,143,62,78,3,.443,.257,4806,544,1234,170,32,101,518,56,4.11,30,3,1026,654
2016,pacific,福岡ソフトバンクホークス,143,83,54,6,.606,.261,4744,637,1240,188,30,114,609,107,3.09,46,7,1158,479
